type,client,tx,amount
withdrawal,6,47625,92
deposit,51,47626,89
deposit,15,47627,86
withdrawal,93,47628,3
withdrawal,58,47629,48
withdrawal,45,47630,26
deposit,72,47631,48
withdrawal,89,47632,41
deposit,98,47633,55
withdrawal,79,47634,21
withdrawal,71,47635,45
deposit,24,47636,6
withdrawal,30,47637,55
withdrawal,87,47638,67
withdrawal,7,47639,98
withdrawal,48,47640,38
deposit,48,47641,31
deposit,32,47642,56
withdrawal,17,47643,56
deposit,6,47644,79
deposit,55,47645,85
withdrawal,70,47646,100
withdrawal,22,47647,88
deposit,18,47648,46
withdrawal,95,47649,63
deposit,5,47650,25
withdrawal,39,47651,49
withdrawal,14,47652,12
withdrawal,30,47653,31
withdrawal,33,47654,20
deposit,40,47655,96
deposit,75,47656,75
deposit,89,47657,85
deposit,8,47658,85
deposit,17,47659,50
withdrawal,29,47660,37
deposit,54,47661,20
deposit,21,47662,32
withdrawal,22,47663,42
withdrawal,48,47664,46
deposit,68,47665,21
withdrawal,24,47666,47
deposit,42,47667,48
deposit,47,47668,87
deposit,91,47669,22
withdrawal,38,47670,54
withdrawal,87,47671,69
deposit,55,47672,83
deposit,97,47673,95
deposit,55,47674,27
deposit,82,47675,16
deposit,79,47676,64
deposit,6,47677,63
deposit,26,47678,48
withdrawal,19,47679,86
withdrawal,96,47680,14
withdrawal,18,47681,95
deposit,80,47682,35
deposit,36,47683,42
withdrawal,32,47684,42
deposit,77,47685,3
deposit,78,47686,22
deposit,49,47687,44
withdrawal,4,47688,74
deposit,24,47689,100
deposit,75,47690,73
withdrawal,82,47691,89
withdrawal,38,47692,10
deposit,93,47693,72
withdrawal,17,47694,6
deposit,76,47695,8
withdrawal,59,47696,93
deposit,97,47697,19
deposit,95,47698,26
deposit,16,47699,42
deposit,15,47700,3
withdrawal,37,47701,23
deposit,57,47702,70
withdrawal,88,47703,73
withdrawal,36,47704,41
withdrawal,22,47705,7
withdrawal,56,47706,55
deposit,15,47707,15
withdrawal,69,47708,39
deposit,99,47709,32
deposit,10,47710,31
deposit,16,47711,90
withdrawal,69,47712,90
deposit,40,47713,67
deposit,0,47714,68
withdrawal,56,47715,55
withdrawal,52,47716,81
deposit,42,47717,55
deposit,30,47718,61
withdrawal,76,47719,74
withdrawal,18,47720,37
withdrawal,82,47721,41
withdrawal,33,47722,96
withdrawal,41,47723,59
deposit,33,47724,36
deposit,4,47725,95
deposit,47,47726,26
deposit,51,47727,88
deposit,49,47728,37
deposit,71,47729,17
deposit,10,47730,75
withdrawal,43,47731,57
deposit,63,47732,87
withdrawal,53,47733,33
deposit,56,47734,46
deposit,93,47735,83
withdrawal,10,47736,9
withdrawal,58,47737,32
withdrawal,86,47738,83
withdrawal,46,47739,49
deposit,28,47740,41
deposit,41,47741,69
withdrawal,85,47742,11
deposit,32,47743,94
withdrawal,63,47744,91
deposit,9,47745,33
deposit,47,47746,75
deposit,15,47747,35
deposit,90,47748,26
deposit,15,47749,32
withdrawal,80,47750,76
deposit,4,47751,27
withdrawal,49,47752,5
deposit,26,47753,91
withdrawal,45,47754,94
deposit,61,47755,73
deposit,21,47756,14
deposit,74,47757,52
withdrawal,32,47758,89
withdrawal,29,47759,78
deposit,62,47760,59
withdrawal,88,47761,92
withdrawal,89,47762,92
withdrawal,2,47763,67
deposit,37,47764,43
deposit,12,47765,21
deposit,78,47766,10
withdrawal,72,47767,75
deposit,12,47768,14
deposit,99,47769,70
withdrawal,36,47770,60
withdrawal,21,47771,71
withdrawal,48,47772,87
deposit,67,47773,23
deposit,67,47774,14
withdrawal,67,47775,58
withdrawal,75,47776,91
withdrawal,55,47777,41
deposit,36,47778,80
deposit,13,47779,37
deposit,69,47780,59
deposit,40,47781,48
withdrawal,67,47782,16
withdrawal,25,47783,44
withdrawal,60,47784,40
withdrawal,65,47785,100
withdrawal,91,47786,78
withdrawal,4,47787,67
deposit,67,47788,32
deposit,69,47789,89
withdrawal,24,47790,15
withdrawal,32,47791,42
deposit,5,47792,45
withdrawal,95,47793,8
deposit,95,47794,26
withdrawal,25,47795,21
deposit,97,47796,58
withdrawal,16,47797,88
deposit,48,47798,12
withdrawal,53,47799,72
withdrawal,75,47800,84
withdrawal,41,47801,22
deposit,61,47802,72
withdrawal,66,47803,60
deposit,3,47804,67
withdrawal,67,47805,1
deposit,69,47806,22
withdrawal,6,47807,95
withdrawal,93,47808,55
deposit,95,47809,94
deposit,98,47810,2
withdrawal,83,47811,31
withdrawal,60,47812,38
deposit,66,47813,38
deposit,21,47814,19
deposit,52,47815,39
withdrawal,42,47816,22
withdrawal,52,47817,77
withdrawal,91,47818,79
deposit,63,47819,78
withdrawal,6,47820,39
withdrawal,5,47821,40
withdrawal,71,47822,18
deposit,41,47823,93
deposit,50,47824,75
deposit,62,47825,69
deposit,90,47826,10
withdrawal,78,47827,29
deposit,40,47828,47
withdrawal,76,47829,58
withdrawal,98,47830,69
withdrawal,41,47831,46
withdrawal,17,47832,84
withdrawal,91,47833,27
withdrawal,18,47834,33
deposit,71,47835,28
deposit,76,47836,73
withdrawal,31,47837,76
deposit,0,47838,13
deposit,89,47839,53
deposit,82,47840,6
withdrawal,38,47841,15
deposit,1,47842,75
withdrawal,67,47843,30
withdrawal,87,47844,44
deposit,52,47845,98
withdrawal,25,47846,77
withdrawal,18,47847,98
deposit,40,47848,84
deposit,20,47849,20
deposit,36,47850,48
deposit,90,47851,92
withdrawal,88,47852,25
deposit,87,47853,72
withdrawal,56,47854,74
deposit,69,47855,70
deposit,33,47856,88
deposit,2,47857,84
deposit,7,47858,81
withdrawal,6,47859,27
deposit,74,47860,65
withdrawal,44,47861,52
withdrawal,35,47862,59
deposit,86,47863,6
deposit,67,47864,38
deposit,94,47865,94
deposit,51,47866,23
deposit,77,47867,43
deposit,20,47868,58
withdrawal,53,47869,21
withdrawal,99,47870,26
withdrawal,8,47871,43
deposit,56,47872,97
withdrawal,87,47873,61
withdrawal,71,47874,33
deposit,98,47875,58
withdrawal,36,47876,0
deposit,9,47877,33
deposit,40,47878,24
withdrawal,48,47879,39
withdrawal,40,47880,3
deposit,32,47881,8
deposit,80,47882,49
withdrawal,48,47883,93
deposit,13,47884,14
deposit,43,47885,58
deposit,12,47886,72
deposit,65,47887,24
withdrawal,15,47888,7
withdrawal,75,47889,63
deposit,100,47890,56
deposit,88,47891,67
deposit,19,47892,6
withdrawal,60,47893,82
deposit,41,47894,37
deposit,75,47895,5
deposit,91,47896,98
deposit,57,47897,48
withdrawal,82,47898,62
withdrawal,57,47899,64
deposit,35,47900,69
withdrawal,81,47901,37
withdrawal,74,47902,4
deposit,77,47903,91
withdrawal,11,47904,49
deposit,90,47905,26
withdrawal,47,47906,52
deposit,5,47907,78
deposit,0,47908,69
deposit,27,47909,47
withdrawal,99,47910,5
deposit,75,47911,46
deposit,15,47912,48
deposit,94,47913,84
withdrawal,7,47914,13
deposit,73,47915,60
withdrawal,57,47916,3
withdrawal,9,47917,32
withdrawal,18,47918,12
deposit,67,47919,98
withdrawal,20,47920,26
withdrawal,77,47921,48
withdrawal,31,47922,35
deposit,28,47923,30
deposit,78,47924,84
withdrawal,78,47925,19
withdrawal,91,47926,11
deposit,76,47927,86
withdrawal,33,47928,50
withdrawal,74,47929,25
deposit,88,47930,21
deposit,37,47931,32
deposit,58,47932,77
withdrawal,30,47933,19
withdrawal,90,47934,6
withdrawal,96,47935,86
deposit,39,47936,71
withdrawal,48,47937,12
withdrawal,3,47938,86
deposit,50,47939,53
deposit,44,47940,31
deposit,30,47941,8
deposit,18,47942,9
withdrawal,28,47943,45
deposit,92,47944,70
withdrawal,52,47945,7
deposit,73,47946,13
deposit,61,47947,52
withdrawal,47,47948,38
withdrawal,25,47949,57
withdrawal,36,47950,19
deposit,21,47951,9
withdrawal,60,47952,52
withdrawal,74,47953,20
deposit,6,47954,90
withdrawal,31,47955,8
deposit,23,47956,81
withdrawal,42,47957,79
withdrawal,21,47958,8
deposit,54,47959,23
withdrawal,9,47960,70
withdrawal,64,47961,8
deposit,36,47962,83
withdrawal,85,47963,88
deposit,89,47964,43
withdrawal,70,47965,15
withdrawal,55,47966,91
deposit,55,47967,51
withdrawal,59,47968,95
deposit,12,47969,52
deposit,73,47970,4
withdrawal,74,47971,36
withdrawal,12,47972,3
deposit,4,47973,99
withdrawal,51,47974,45
deposit,89,47975,65
deposit,25,47976,100
withdrawal,62,47977,37
deposit,31,47978,6
deposit,16,47979,84
withdrawal,60,47980,92
withdrawal,42,47981,68
withdrawal,95,47982,48
deposit,24,47983,66
deposit,21,47984,76
withdrawal,63,47985,75
deposit,18,47986,22
withdrawal,50,47987,72
withdrawal,42,47988,44
withdrawal,5,47989,78
withdrawal,96,47990,39
withdrawal,89,47991,97
withdrawal,39,47992,49
withdrawal,21,47993,61
withdrawal,90,47994,50
deposit,49,47995,87
deposit,28,47996,98
deposit,8,47997,27
withdrawal,36,47998,78
withdrawal,73,47999,23
withdrawal,70,48000,29
withdrawal,38,48001,30
deposit,16,48002,49
withdrawal,54,48003,3
withdrawal,74,48004,22
withdrawal,89,48005,62
deposit,7,48006,98
deposit,13,48007,40
deposit,63,48008,80
withdrawal,75,48009,84
withdrawal,83,48010,88
deposit,37,48011,58
withdrawal,5,48012,8
withdrawal,29,48013,19
deposit,0,48014,99
deposit,59,48015,93
withdrawal,67,48016,36
withdrawal,73,48017,29
withdrawal,53,48018,51
withdrawal,0,48019,77
deposit,0,48020,42
withdrawal,80,48021,39
withdrawal,95,48022,47
deposit,26,48023,51
deposit,40,48024,73
deposit,22,48025,20
deposit,20,48026,33
withdrawal,60,48027,93
deposit,33,48028,19
deposit,44,48029,57
withdrawal,34,48030,76
deposit,42,48031,90
withdrawal,19,48032,85
withdrawal,16,48033,76
deposit,33,48034,65
deposit,58,48035,10
withdrawal,66,48036,39
deposit,82,48037,18
deposit,97,48038,90
deposit,0,48039,12
deposit,86,48040,83
withdrawal,27,48041,13
deposit,22,48042,57
withdrawal,98,48043,2
deposit,35,48044,74
withdrawal,86,48045,69
withdrawal,30,48046,96
withdrawal,92,48047,92
deposit,17,48048,83
deposit,55,48049,32
withdrawal,79,48050,45
withdrawal,55,48051,100
withdrawal,66,48052,93
withdrawal,46,48053,93
withdrawal,91,48054,30
deposit,63,48055,69
deposit,24,48056,83
withdrawal,74,48057,24
withdrawal,16,48058,34
deposit,7,48059,6
deposit,92,48060,90
deposit,8,48061,67
deposit,84,48062,81
withdrawal,95,48063,50
withdrawal,81,48064,100
withdrawal,28,48065,1
deposit,33,48066,87
withdrawal,99,48067,60
deposit,32,48068,78
withdrawal,98,48069,15
withdrawal,45,48070,54
withdrawal,22,48071,0
deposit,13,48072,51
withdrawal,44,48073,70
deposit,9,48074,29
deposit,89,48075,68
withdrawal,5,48076,40
deposit,3,48077,87
deposit,17,48078,62
deposit,77,48079,1
withdrawal,19,48080,1
withdrawal,71,48081,46
withdrawal,64,48082,12
deposit,64,48083,76
withdrawal,20,48084,80
deposit,9,48085,7
deposit,75,48086,12
withdrawal,63,48087,67
withdrawal,55,48088,89
withdrawal,20,48089,90
deposit,36,48090,80
withdrawal,34,48091,45
withdrawal,77,48092,17
deposit,21,48093,91
withdrawal,12,48094,57
deposit,92,48095,62
withdrawal,89,48096,24
deposit,4,48097,60
deposit,92,48098,11
deposit,51,48099,66
withdrawal,81,48100,13
deposit,24,48101,20
deposit,43,48102,33
deposit,88,48103,76
withdrawal,24,48104,92
withdrawal,84,48105,76
deposit,95,48106,14
deposit,23,48107,47
withdrawal,55,48108,91
deposit,6,48109,58
deposit,74,48110,38
deposit,99,48111,52
withdrawal,15,48112,24
withdrawal,59,48113,27
withdrawal,7,48114,86
withdrawal,37,48115,59
withdrawal,47,48116,23
deposit,99,48117,16
deposit,0,48118,2
withdrawal,31,48119,12
withdrawal,11,48120,98
withdrawal,58,48121,60
deposit,13,48122,49
deposit,20,48123,55
withdrawal,8,48124,38
withdrawal,29,48125,50
deposit,54,48126,17
withdrawal,52,48127,12
deposit,58,48128,26
deposit,69,48129,98
deposit,79,48130,58
withdrawal,44,48131,16
deposit,79,48132,58
deposit,91,48133,76
deposit,67,48134,64
withdrawal,65,48135,19
withdrawal,45,48136,51
deposit,52,48137,45
deposit,98,48138,100
withdrawal,1,48139,90
deposit,5,48140,97
withdrawal,15,48141,39
deposit,23,48142,70
withdrawal,81,48143,11
deposit,55,48144,38
withdrawal,91,48145,82
deposit,36,48146,94
deposit,84,48147,28
deposit,89,48148,8
withdrawal,28,48149,14
withdrawal,95,48150,58
deposit,42,48151,95
withdrawal,58,48152,91
withdrawal,97,48153,12
deposit,52,48154,96
deposit,35,48155,63
deposit,36,48156,57
deposit,43,48157,57
withdrawal,89,48158,25
withdrawal,53,48159,24
deposit,31,48160,81
deposit,53,48161,26
withdrawal,46,48162,16
deposit,58,48163,7
deposit,5,48164,37
withdrawal,43,48165,16
withdrawal,10,48166,51
deposit,29,48167,43
withdrawal,26,48168,37
withdrawal,34,48169,68
deposit,23,48170,60
deposit,11,48171,10
withdrawal,40,48172,59
deposit,43,48173,59
withdrawal,33,48174,0
withdrawal,39,48175,26
deposit,58,48176,36
deposit,52,48177,31
withdrawal,79,48178,43
withdrawal,20,48179,30
withdrawal,25,48180,92
withdrawal,89,48181,75
deposit,47,48182,14
deposit,46,48183,24
withdrawal,47,48184,95
withdrawal,73,48185,28
deposit,100,48186,45
deposit,10,48187,76
deposit,45,48188,100
withdrawal,35,48189,18
withdrawal,68,48190,49
deposit,12,48191,88
withdrawal,93,48192,23
deposit,6,48193,83
withdrawal,53,48194,11
withdrawal,76,48195,66
deposit,29,48196,6
withdrawal,71,48197,61
deposit,3,48198,98
withdrawal,68,48199,12
withdrawal,0,48200,70
deposit,28,48201,77
deposit,89,48202,0
withdrawal,63,48203,52
deposit,61,48204,31
withdrawal,52,48205,61
withdrawal,43,48206,30
withdrawal,36,48207,35
withdrawal,28,48208,41
deposit,6,48209,91
deposit,42,48210,91
deposit,73,48211,82
withdrawal,75,48212,42
withdrawal,41,48213,27
deposit,35,48214,25
withdrawal,20,48215,11
deposit,59,48216,16
withdrawal,37,48217,96
deposit,98,48218,62
withdrawal,58,48219,27
withdrawal,93,48220,43
withdrawal,18,48221,29
deposit,78,48222,9
deposit,93,48223,29
withdrawal,9,48224,74
deposit,39,48225,92
withdrawal,16,48226,12
deposit,16,48227,87
withdrawal,7,48228,30
withdrawal,50,48229,1
deposit,11,48230,36
deposit,56,48231,62
deposit,33,48232,9
withdrawal,16,48233,86
deposit,51,48234,13
deposit,100,48235,87
withdrawal,64,48236,33
withdrawal,79,48237,26
deposit,14,48238,87
deposit,100,48239,91
deposit,42,48240,11
deposit,44,48241,65
withdrawal,30,48242,27
withdrawal,64,48243,1
withdrawal,100,48244,44
withdrawal,0,48245,0
withdrawal,24,48246,70
deposit,13,48247,39
withdrawal,42,48248,64
deposit,84,48249,41
withdrawal,25,48250,52
withdrawal,80,48251,68
withdrawal,31,48252,77
deposit,96,48253,65
withdrawal,25,48254,99
withdrawal,72,48255,96
deposit,92,48256,93
deposit,77,48257,8
deposit,78,48258,2
deposit,4,48259,30
deposit,81,48260,32
withdrawal,82,48261,51
deposit,53,48262,91
deposit,40,48263,57
deposit,57,48264,42
deposit,35,48265,0
deposit,64,48266,3
withdrawal,89,48267,91
deposit,7,48268,21
withdrawal,92,48269,62
withdrawal,43,48270,66
deposit,23,48271,56
withdrawal,77,48272,51
deposit,61,48273,47
withdrawal,22,48274,91
withdrawal,56,48275,54
deposit,22,48276,70
withdrawal,64,48277,15
deposit,7,48278,91
deposit,44,48279,28
deposit,11,48280,83
deposit,9,48281,61
withdrawal,26,48282,41
withdrawal,2,48283,60
deposit,79,48284,55
withdrawal,34,48285,73
withdrawal,51,48286,16
withdrawal,39,48287,84
withdrawal,16,48288,79
withdrawal,0,48289,18
withdrawal,7,48290,57
withdrawal,48,48291,59
deposit,46,48292,51
deposit,31,48293,70
deposit,3,48294,27
deposit,3,48295,11
withdrawal,74,48296,13
withdrawal,40,48297,99
deposit,17,48298,1
deposit,5,48299,86
withdrawal,95,48300,79
withdrawal,70,48301,62
withdrawal,43,48302,7
deposit,98,48303,37
withdrawal,11,48304,43
deposit,64,48305,25
withdrawal,94,48306,57
deposit,79,48307,87
deposit,78,48308,19
withdrawal,64,48309,91
deposit,8,48310,97
withdrawal,39,48311,86
deposit,62,48312,86
withdrawal,97,48313,76
withdrawal,98,48314,52
deposit,57,48315,2
deposit,46,48316,48
deposit,92,48317,74
withdrawal,4,48318,15
withdrawal,4,48319,65
deposit,81,48320,58
deposit,86,48321,11
withdrawal,62,48322,74
deposit,88,48323,39
withdrawal,85,48324,45
deposit,75,48325,47
deposit,67,48326,68
withdrawal,67,48327,80
withdrawal,51,48328,38
deposit,55,48329,12
deposit,86,48330,5
deposit,66,48331,74
withdrawal,57,48332,76
withdrawal,1,48333,0
deposit,74,48334,95
deposit,39,48335,57
withdrawal,27,48336,70
withdrawal,48,48337,51
deposit,3,48338,33
deposit,70,48339,2
deposit,19,48340,49
deposit,96,48341,72
deposit,65,48342,45
withdrawal,78,48343,74
withdrawal,6,48344,10
withdrawal,55,48345,81
withdrawal,70,48346,31
deposit,94,48347,17
deposit,48,48348,37
withdrawal,81,48349,88
withdrawal,12,48350,52
withdrawal,89,48351,83
withdrawal,68,48352,98
deposit,70,48353,85
withdrawal,54,48354,98
withdrawal,37,48355,26
withdrawal,6,48356,57
deposit,91,48357,27
withdrawal,14,48358,80
deposit,85,48359,1
deposit,60,48360,37
withdrawal,39,48361,93
deposit,36,48362,64
withdrawal,95,48363,72
deposit,95,48364,68
withdrawal,8,48365,24
deposit,49,48366,21
withdrawal,71,48367,4
deposit,55,48368,22
withdrawal,3,48369,73
deposit,57,48370,32
withdrawal,17,48371,4
deposit,88,48372,21
withdrawal,42,48373,39
withdrawal,1,48374,37
deposit,18,48375,43
deposit,61,48376,54
deposit,75,48377,39
deposit,6,48378,92
withdrawal,99,48379,67
deposit,62,48380,7
withdrawal,18,48381,36
withdrawal,85,48382,0
deposit,83,48383,50
withdrawal,69,48384,70
withdrawal,7,48385,66
deposit,83,48386,94
deposit,55,48387,41
withdrawal,11,48388,74
withdrawal,24,48389,90
deposit,83,48390,100
withdrawal,24,48391,58
withdrawal,90,48392,95
deposit,8,48393,70
withdrawal,79,48394,48
withdrawal,93,48395,59
deposit,26,48396,25
deposit,93,48397,26
withdrawal,50,48398,75
deposit,46,48399,97
withdrawal,46,48400,69
withdrawal,21,48401,52
withdrawal,41,48402,8
deposit,98,48403,22
deposit,29,48404,97
deposit,44,48405,87
deposit,41,48406,43
deposit,45,48407,91
deposit,23,48408,32
deposit,79,48409,47
withdrawal,49,48410,47
withdrawal,54,48411,4
deposit,81,48412,59
deposit,42,48413,82
deposit,42,48414,49
deposit,65,48415,63
deposit,11,48416,38
withdrawal,0,48417,62
deposit,15,48418,15
withdrawal,16,48419,68
deposit,92,48420,87
deposit,99,48421,75
withdrawal,17,48422,29
withdrawal,62,48423,8
withdrawal,41,48424,54
deposit,66,48425,9
withdrawal,83,48426,55
withdrawal,65,48427,82
deposit,26,48428,41
withdrawal,40,48429,31
withdrawal,30,48430,17
withdrawal,74,48431,38
deposit,89,48432,44
deposit,47,48433,85
withdrawal,43,48434,58
withdrawal,36,48435,77
withdrawal,47,48436,42
withdrawal,86,48437,4
deposit,24,48438,98
deposit,69,48439,58
deposit,68,48440,52
deposit,64,48441,89
deposit,54,48442,99
deposit,30,48443,20
deposit,7,48444,13
withdrawal,37,48445,28
withdrawal,76,48446,48
deposit,97,48447,21
deposit,11,48448,82
withdrawal,56,48449,10
deposit,78,48450,81
deposit,30,48451,31
deposit,16,48452,57
withdrawal,10,48453,58
deposit,53,48454,87
deposit,85,48455,45
withdrawal,84,48456,57
deposit,25,48457,40
withdrawal,99,48458,54
deposit,42,48459,99
withdrawal,24,48460,25
withdrawal,74,48461,31
deposit,11,48462,83
withdrawal,19,48463,71
deposit,93,48464,83
withdrawal,74,48465,14
deposit,75,48466,56
withdrawal,28,48467,84
withdrawal,46,48468,86
deposit,46,48469,21
withdrawal,78,48470,86
withdrawal,89,48471,24
deposit,92,48472,52
withdrawal,75,48473,64
withdrawal,86,48474,88
withdrawal,84,48475,64
withdrawal,60,48476,77
withdrawal,39,48477,53
deposit,79,48478,30
deposit,12,48479,83
withdrawal,10,48480,48
deposit,39,48481,32
deposit,63,48482,66
withdrawal,9,48483,80
withdrawal,8,48484,83
withdrawal,61,48485,91
deposit,95,48486,54
withdrawal,70,48487,89
deposit,10,48488,78
withdrawal,42,48489,38
deposit,25,48490,52
deposit,94,48491,5
deposit,98,48492,87
withdrawal,43,48493,8
deposit,62,48494,42
deposit,8,48495,29
withdrawal,25,48496,74
withdrawal,3,48497,23
deposit,91,48498,96
deposit,86,48499,96
deposit,68,48500,62
deposit,19,48501,47
withdrawal,82,48502,26
withdrawal,39,48503,14
deposit,22,48504,47
deposit,52,48505,74
withdrawal,15,48506,33
deposit,4,48507,73
withdrawal,47,48508,82
withdrawal,50,48509,27
deposit,65,48510,92
deposit,83,48511,44
withdrawal,40,48512,25
deposit,65,48513,45
deposit,18,48514,95
deposit,48,48515,70
withdrawal,56,48516,17
withdrawal,21,48517,76
deposit,35,48518,91
deposit,74,48519,83
deposit,26,48520,26
deposit,16,48521,59
withdrawal,28,48522,35
deposit,14,48523,44
deposit,5,48524,75
withdrawal,62,48525,32
withdrawal,45,48526,99
withdrawal,79,48527,75
withdrawal,15,48528,22
deposit,44,48529,51
withdrawal,85,48530,59
withdrawal,18,48531,35
withdrawal,99,48532,69
deposit,67,48533,34
deposit,73,48534,77
deposit,65,48535,39
deposit,98,48536,38
withdrawal,0,48537,69
withdrawal,1,48538,30
withdrawal,30,48539,81
deposit,38,48540,85
withdrawal,61,48541,20
withdrawal,6,48542,98
deposit,26,48543,81
deposit,77,48544,85
withdrawal,50,48545,17
withdrawal,90,48546,86
withdrawal,16,48547,28
withdrawal,17,48548,94
deposit,62,48549,56
deposit,13,48550,78
withdrawal,95,48551,10
withdrawal,41,48552,23
deposit,80,48553,93
deposit,86,48554,100
deposit,30,48555,90
withdrawal,31,48556,39
deposit,1,48557,45
deposit,48,48558,68
deposit,85,48559,19
withdrawal,72,48560,87
withdrawal,5,48561,39
deposit,77,48562,54
deposit,34,48563,84
deposit,98,48564,64
withdrawal,19,48565,21
withdrawal,88,48566,40
deposit,34,48567,19
deposit,51,48568,75
deposit,46,48569,97
deposit,100,48570,65
deposit,1,48571,26
deposit,74,48572,51
withdrawal,7,48573,100
deposit,87,48574,14
withdrawal,63,48575,27
withdrawal,20,48576,84
deposit,49,48577,49
withdrawal,66,48578,41
withdrawal,44,48579,6
deposit,50,48580,78
deposit,9,48581,19
withdrawal,31,48582,4
deposit,37,48583,75
deposit,96,48584,73
withdrawal,67,48585,38
withdrawal,82,48586,85
deposit,20,48587,10
withdrawal,50,48588,55
deposit,91,48589,26
withdrawal,26,48590,26
deposit,90,48591,67
withdrawal,84,48592,13
deposit,78,48593,45
deposit,16,48594,23
deposit,40,48595,67
withdrawal,0,48596,39
withdrawal,88,48597,89
withdrawal,48,48598,87
withdrawal,70,48599,56
withdrawal,78,48600,26
deposit,49,48601,12
withdrawal,89,48602,56
withdrawal,34,48603,15
withdrawal,48,48604,38
withdrawal,27,48605,4
withdrawal,99,48606,60
deposit,18,48607,79
withdrawal,35,48608,6
withdrawal,92,48609,64
withdrawal,0,48610,84
deposit,56,48611,29
withdrawal,80,48612,51
deposit,97,48613,89
deposit,67,48614,96
withdrawal,10,48615,95
withdrawal,49,48616,31
deposit,25,48617,19
deposit,20,48618,80
withdrawal,6,48619,47
withdrawal,67,48620,89
withdrawal,63,48621,17
deposit,90,48622,35
deposit,45,48623,97
deposit,49,48624,20
withdrawal,18,48625,44
withdrawal,76,48626,85
withdrawal,10,48627,3
deposit,97,48628,71
deposit,29,48629,47
deposit,22,48630,9
withdrawal,88,48631,58
deposit,31,48632,1
deposit,25,48633,21
withdrawal,37,48634,30
deposit,28,48635,80
deposit,46,48636,30
deposit,14,48637,11
deposit,5,48638,35
deposit,99,48639,28
deposit,71,48640,9
withdrawal,82,48641,86
withdrawal,50,48642,56
deposit,43,48643,66
withdrawal,61,48644,68
withdrawal,97,48645,32
deposit,39,48646,74
withdrawal,45,48647,50
deposit,8,48648,30
withdrawal,25,48649,19
withdrawal,65,48650,50
deposit,85,48651,95
deposit,16,48652,65
deposit,80,48653,57
deposit,42,48654,21
withdrawal,98,48655,71
deposit,100,48656,17
deposit,37,48657,84
withdrawal,100,48658,76
withdrawal,91,48659,39
deposit,89,48660,54
deposit,57,48661,86
deposit,86,48662,22
deposit,50,48663,6
withdrawal,53,48664,53
withdrawal,96,48665,55
withdrawal,62,48666,61
withdrawal,95,48667,48
deposit,90,48668,3
withdrawal,37,48669,72
withdrawal,85,48670,8
deposit,65,48671,88
withdrawal,49,48672,26
withdrawal,36,48673,0
withdrawal,9,48674,42
deposit,5,48675,40
deposit,30,48676,10
deposit,98,48677,85
withdrawal,70,48678,50
withdrawal,0,48679,85
deposit,30,48680,100
deposit,34,48681,37
deposit,12,48682,40
deposit,63,48683,26
deposit,25,48684,83
deposit,91,48685,45
deposit,79,48686,82
withdrawal,2,48687,95
withdrawal,19,48688,79
deposit,48,48689,94
deposit,19,48690,15
withdrawal,12,48691,16
deposit,12,48692,71
deposit,99,48693,1
deposit,52,48694,93
withdrawal,82,48695,71
withdrawal,98,48696,79
withdrawal,93,48697,100
deposit,14,48698,51
withdrawal,74,48699,0
deposit,93,48700,84
deposit,1,48701,34
deposit,95,48702,51
withdrawal,90,48703,24
deposit,11,48704,7
deposit,75,48705,62
withdrawal,25,48706,89
deposit,9,48707,84
withdrawal,11,48708,16
deposit,63,48709,48
deposit,19,48710,72
deposit,28,48711,55
withdrawal,10,48712,47
withdrawal,51,48713,2
deposit,81,48714,49
withdrawal,94,48715,9
deposit,2,48716,95
deposit,64,48717,21
withdrawal,99,48718,62
withdrawal,26,48719,45
deposit,52,48720,91
withdrawal,45,48721,3
deposit,62,48722,85
deposit,66,48723,98
deposit,68,48724,2
deposit,40,48725,46
deposit,42,48726,47
deposit,78,48727,14
deposit,92,48728,46
withdrawal,19,48729,88
withdrawal,79,48730,17
withdrawal,25,48731,8
withdrawal,80,48732,32
deposit,91,48733,56
withdrawal,1,48734,83
deposit,61,48735,21
deposit,93,48736,91
deposit,25,48737,37
withdrawal,64,48738,32
deposit,44,48739,3
deposit,98,48740,86
withdrawal,11,48741,46
deposit,81,48742,7
withdrawal,30,48743,33
withdrawal,83,48744,49
withdrawal,0,48745,85
deposit,23,48746,14
withdrawal,42,48747,46
deposit,41,48748,57
deposit,41,48749,7
deposit,80,48750,31
withdrawal,32,48751,39
deposit,64,48752,81
deposit,0,48753,57
withdrawal,76,48754,48
deposit,44,48755,25
deposit,28,48756,74
withdrawal,81,48757,84
withdrawal,71,48758,88
deposit,6,48759,1
deposit,57,48760,64
withdrawal,78,48761,37
deposit,12,48762,2
withdrawal,77,48763,46
deposit,87,48764,80
withdrawal,35,48765,55
deposit,92,48766,54
withdrawal,91,48767,64
deposit,96,48768,49
deposit,13,48769,92
deposit,22,48770,51
deposit,32,48771,92
withdrawal,62,48772,27
deposit,45,48773,2
withdrawal,58,48774,19
withdrawal,38,48775,89
withdrawal,18,48776,78
withdrawal,98,48777,20
deposit,49,48778,9
withdrawal,28,48779,97
deposit,13,48780,42
deposit,33,48781,75
withdrawal,64,48782,46
deposit,99,48783,93
deposit,24,48784,49
withdrawal,92,48785,11
deposit,58,48786,70
withdrawal,61,48787,59
deposit,52,48788,22
deposit,41,48789,27
deposit,50,48790,85
deposit,98,48791,9
deposit,15,48792,25
